_id,user_id,event_id,event_rating
645e8e02018909e1a1a74dcf,6,60,1
645e8e02018909e1a1a74de1,7,17,2
645e8e02018909e1a1a74e2f,8,34,5
645e8e02018909e1a1a74e32,8,37,4
645e8e02018909e1a1a74e46,8,57,1
645e8e02018909e1a1a74e55,9,11,5
645e8e02018909e1a1a74c82,1,32,4
645e8e02018909e1a1a74ca6,2,7,2
645e8e02018909e1a1a74cbc,2,29,4
645e8e02018909e1a1a74cd2,2,51,1
645e8e02018909e1a1a74cd5,2,54,5
645e8e02018909e1a1a74cd6,2,55,2
645e8e02018909e1a1a74cd7,2,56,5
645e8e02018909e1a1a74ce3,3,7,1
645e8e02018909e1a1a74d04,3,40,2
645e8e02018909e1a1a74d2a,4,17,4
645e8e02018909e1a1a74d37,4,30,4
645e8e02018909e1a1a74d41,4,40,3
645e8e02018909e1a1a74d44,4,43,4
645e8e02018909e1a1a74d58,5,2,5
645e8e02018909e1a1a74d61,5,11,4
645e8e02018909e1a1a74d6e,5,24,4
645e8e02018909e1a1a74d71,5,27,4
645e8e02018909e1a1a74d79,5,35,1
645e8e02018909e1a1a74d7b,5,37,5
645e8e02018909e1a1a74d81,5,43,1
645e8e02018909e1a1a74db9,6,38,2
645e8e02018909e1a1a74dba,6,39,2
645e8e02018909e1a1a74ddb,7,11,3
645e8e02018909e1a1a74df0,7,32,3
645e8e02018909e1a1a74df9,7,41,1
645e8e02018909e1a1a74e15,8,8,5
645e8e02018909e1a1a74e44,8,55,1
645e8e02018909e1a1a74c6e,1,12,3
645e8e02018909e1a1a74c96,1,52,5
645e8e02018909e1a1a74ccb,2,44,1
645e8e02018909e1a1a74cfd,3,33,3
645e8e02018909e1a1a74d11,3,53,2
645e8e02018909e1a1a74d16,3,58,3
645e8e02018909e1a1a74d23,4,10,3
645e8e02018909e1a1a74d36,4,29,2
645e8e02018909e1a1a74d4c,4,51,5
645e8e02018909e1a1a74d51,4,56,5
645e8e02018909e1a1a74d55,4,60,1
645e8e02018909e1a1a74d73,5,29,3
645e8e02018909e1a1a74d92,5,60,2
645e8e02018909e1a1a74daa,6,23,1
645e8e02018909e1a1a74db6,6,35,1
645e8e02018909e1a1a74db8,6,37,2
645e8e02018909e1a1a74dc4,6,49,2
645e8e02018909e1a1a74dd7,7,7,4
645e8e02018909e1a1a74dd8,7,8,3
645e8e02018909e1a1a74de0,7,16,3
645e8e02018909e1a1a74de2,7,18,2
645e8e02018909e1a1a74de3,7,19,3
645e8e02018909e1a1a74dec,7,28,5
645e8e02018909e1a1a74df1,7,33,3
645e8e02018909e1a1a74df2,7,34,1
645e8e02018909e1a1a74e0a,7,58,5
645e8e02018909e1a1a74e3e,8,49,5
645e8e02018909e1a1a74e41,8,52,4
645e8e02018909e1a1a74c71,1,15,5
645e8e02018909e1a1a74c84,1,34,1
645e8e02018909e1a1a74c92,1,48,4
645e8e02018909e1a1a74c94,1,50,3
645e8e02018909e1a1a74cc2,2,35,3
645e8e02018909e1a1a74ce5,3,9,3
645e8e02018909e1a1a74cf4,3,24,2
645e8e02018909e1a1a74cf7,3,27,1
645e8e02018909e1a1a74d08,3,44,2
645e8e02018909e1a1a74d0e,3,50,5
645e8e02018909e1a1a74d32,4,25,4
645e8e02018909e1a1a74d6f,5,25,4
645e8e02018909e1a1a74d82,5,44,4
645e8e02018909e1a1a74d83,5,45,1
645e8e02018909e1a1a74d97,6,4,3
645e8e02018909e1a1a74db7,6,36,5
645e8e02018909e1a1a74dbf,6,44,4
645e8e02018909e1a1a74dd1,7,1,2
645e8e02018909e1a1a74e17,8,10,2
645e8e02018909e1a1a74e1a,8,13,5
645e8e02018909e1a1a74e22,8,21,4
645e8e02018909e1a1a74e29,8,28,1
645e8e02018909e1a1a74e3d,8,48,5
645e8e02018909e1a1a74e47,8,58,1
645e8e02018909e1a1a74e48,8,59,5
645e8e02018909e1a1a74c69,1,7,4
645e8e02018909e1a1a74c66,1,4,1
645e8e02018909e1a1a74c78,1,22,2
645e8e02018909e1a1a74c8c,1,42,1
645e8e02018909e1a1a74c8d,1,43,4
645e8e02018909e1a1a74c98,1,54,5
645e8e02018909e1a1a74c9c,1,58,3
645e8e02018909e1a1a74ca0,2,1,3
645e8e02018909e1a1a74cad,2,14,4
645e8e02018909e1a1a74cb3,2,20,3
645e8e02018909e1a1a74cc5,2,38,2
645e8e02018909e1a1a74ccc,2,45,2
645e8e02018909e1a1a74cd3,2,52,3
645e8e02018909e1a1a74cda,2,59,3
645e8e02018909e1a1a74cea,3,14,2
645e8e02018909e1a1a74d06,3,42,2
645e8e02018909e1a1a74d1c,4,3,4
645e8e02018909e1a1a74d20,4,7,3
645e8e02018909e1a1a74d25,4,12,5
645e8e02018909e1a1a74d3c,4,35,3
645e8e02018909e1a1a74d72,5,28,4
645e8e02018909e1a1a74d7a,5,36,3
645e8e02018909e1a1a74d7d,5,39,4
645e8e02018909e1a1a74d7e,5,40,2
645e8e02018909e1a1a74d8e,5,56,2
645e8e02018909e1a1a74da4,6,17,2
645e8e02018909e1a1a74da6,6,19,5
645e8e02018909e1a1a74da7,6,20,4
645e8e02018909e1a1a74da8,6,21,2
645e8e02018909e1a1a74dac,6,25,3
645e8e02018909e1a1a74dae,6,27,1
645e8e02018909e1a1a74db2,6,31,5
645e8e02018909e1a1a74dc5,6,50,4
645e8e02018909e1a1a74de9,7,25,2
645e8e02018909e1a1a74deb,7,27,3
645e8e02018909e1a1a74dee,7,30,2
645e8e02018909e1a1a74def,7,31,2
645e8e02018909e1a1a74e1e,8,17,2
645e8e02018909e1a1a74e21,8,20,3
645e8e02018909e1a1a74e2c,8,31,2
645e8e02018909e1a1a74e37,8,42,1
645e8e02018909e1a1a74e4d,9,3,1
645e8e02018909e1a1a74c6b,1,9,2
645e8e02018909e1a1a74c7d,1,27,1
645e8e02018909e1a1a74c85,1,35,3
645e8e02018909e1a1a74cb0,2,17,4
645e8e02018909e1a1a74cdc,2,61,4
645e8e02018909e1a1a74ce1,3,5,5
645e8e02018909e1a1a74cec,3,16,4
645e8e02018909e1a1a74d09,3,45,2
645e8e02018909e1a1a74d0c,3,48,1
645e8e02018909e1a1a74d19,3,61,3
645e8e02018909e1a1a74d29,4,16,3
645e8e02018909e1a1a74d40,4,39,5
645e8e02018909e1a1a74d42,4,41,1
645e8e02018909e1a1a74d5d,5,7,1
645e8e02018909e1a1a74d8a,5,52,5
645e8e02018909e1a1a74d9a,6,7,5
645e8e02018909e1a1a74d9b,6,8,4
645e8e02018909e1a1a74db1,6,30,2
645e8e02018909e1a1a74dc6,6,51,1
645e8e02018909e1a1a74dc7,6,52,2
645e8e02018909e1a1a74dd5,7,5,3
645e8e02018909e1a1a74dde,7,14,1
645e8e02018909e1a1a74df5,7,37,2
645e8e02018909e1a1a74e01,7,49,5
645e8e02018909e1a1a74e02,7,50,1
645e8e02018909e1a1a74e11,8,4,4
645e8e02018909e1a1a74e16,8,9,2
645e8e02018909e1a1a74e1c,8,15,3
645e8e02018909e1a1a74e2d,8,32,1
645e8e02018909e1a1a74e45,8,56,5
645e8e02018909e1a1a74c6f,1,13,2
645e8e02018909e1a1a74c74,1,18,5
645e8e02018909e1a1a74c77,1,21,1
645e8e02018909e1a1a74c6c,1,10,1
645e8e02018909e1a1a74c7b,1,25,4
645e8e02018909e1a1a74c83,1,33,5
645e8e02018909e1a1a74c9f,1,61,1
645e8e02018909e1a1a74cab,2,12,2
645e8e02018909e1a1a74cb8,2,25,2
645e8e02018909e1a1a74cc0,2,33,5
645e8e02018909e1a1a74cc3,2,36,3
645e8e02018909e1a1a74ceb,3,15,5
645e8e02018909e1a1a74cf0,3,20,1
645e8e02018909e1a1a74cf2,3,22,5
645e8e02018909e1a1a74d03,3,39,4
645e8e02018909e1a1a74d13,3,55,1
645e8e02018909e1a1a74d17,3,59,1
645e8e02018909e1a1a74d1e,4,5,2
645e8e02018909e1a1a74d4b,4,50,1
645e8e02018909e1a1a74d52,4,57,1
645e8e02018909e1a1a74d5a,5,4,1
645e8e02018909e1a1a74d5e,5,8,5
645e8e02018909e1a1a74d6d,5,23,2
645e8e02018909e1a1a74d85,5,47,1
645e8e02018909e1a1a74da0,6,13,2
645e8e02018909e1a1a74db4,6,33,4
645e8e02018909e1a1a74dcb,6,56,3
645e8e02018909e1a1a74dd0,6,61,5
645e8e02018909e1a1a74de7,7,23,2
645e8e02018909e1a1a74de8,7,24,2
645e8e02018909e1a1a74df4,7,36,4
645e8e02018909e1a1a74e03,7,51,1
645e8e02018909e1a1a74e19,8,12,4
645e8e02018909e1a1a74e38,8,43,4
645e8e02018909e1a1a74e4a,8,61,3
645e8e02018909e1a1a74e50,9,6,2
645e8e02018909e1a1a74c79,1,23,5
645e8e02018909e1a1a74c88,1,38,1
645e8e02018909e1a1a74c8f,1,45,2
645e8e02018909e1a1a74c91,1,47,5
645e8e02018909e1a1a74ca1,2,2,1
645e8e02018909e1a1a74ca9,2,10,3
645e8e02018909e1a1a74cae,2,15,4
645e8e02018909e1a1a74cbe,2,31,2
645e8e02018909e1a1a74ccf,2,48,5
645e8e02018909e1a1a74ce6,3,10,4
645e8e02018909e1a1a74ce7,3,11,5
645e8e02018909e1a1a74cf5,3,25,2
645e8e02018909e1a1a74cf9,3,29,4
645e8e02018909e1a1a74d2f,4,22,2
645e8e02018909e1a1a74d43,4,42,1
645e8e02018909e1a1a74d45,4,44,5
645e8e02018909e1a1a74d5c,5,6,1
645e8e02018909e1a1a74d70,5,26,3
645e8e02018909e1a1a74d93,5,61,2
645e8e02018909e1a1a74dbd,6,42,1
645e8e02018909e1a1a74dd3,7,3,3
645e8e02018909e1a1a74de6,7,22,2
645e8e02018909e1a1a74e06,7,54,5
645e8e02018909e1a1a74e0e,8,1,2
645e8e02018909e1a1a74e0f,8,2,1
645e8e02018909e1a1a74e1d,8,16,5
645e8e02018909e1a1a74e1f,8,18,2
645e8e02018909e1a1a74e25,8,24,4
645e8e02018909e1a1a74e28,8,27,2
645e8e02018909e1a1a74e2b,8,30,3
645e8e02018909e1a1a74e2e,8,33,4
645e8e02018909e1a1a74e3b,8,46,3
645e8e02018909e1a1a74e54,9,10,3
645e8e02018909e1a1a74c86,1,36,5
645e8e02018909e1a1a74c8a,1,40,2
645e8e02018909e1a1a74c90,1,46,1
645e8e02018909e1a1a74cac,2,13,4
645e8e02018909e1a1a74cdf,3,3,5
645e8e02018909e1a1a74cf6,3,26,3
645e8e02018909e1a1a74cf8,3,28,1
645e8e02018909e1a1a74cfa,3,30,2
645e8e02018909e1a1a74d31,4,24,2
645e8e02018909e1a1a74d34,4,27,3
645e8e02018909e1a1a74d38,4,31,1
645e8e02018909e1a1a74d48,4,47,2
645e8e02018909e1a1a74d4f,4,54,3
645e8e02018909e1a1a74d65,5,15,1
645e8e02018909e1a1a74d76,5,32,4
645e8e02018909e1a1a74d80,5,42,5
645e8e02018909e1a1a74d89,5,51,4
645e8e02018909e1a1a74d96,6,3,4
645e8e02018909e1a1a74d9f,6,12,2
645e8e02018909e1a1a74da1,6,14,2
645e8e02018909e1a1a74dab,6,24,1
645e8e02018909e1a1a74db0,6,29,3
645e8e02018909e1a1a74dc9,6,54,3
645e8e02018909e1a1a74dcd,6,58,3
645e8e02018909e1a1a74dd6,7,6,5
645e8e02018909e1a1a74dd9,7,9,1
645e8e02018909e1a1a74de4,7,20,4
645e8e02018909e1a1a74ded,7,29,2
645e8e02018909e1a1a74dfb,7,43,1
645e8e02018909e1a1a74e05,7,53,4
645e8e02018909e1a1a74e0b,7,59,4
645e8e02018909e1a1a74e26,8,25,3
645e8e02018909e1a1a74e2a,8,29,3
645e8e02018909e1a1a74e39,8,44,2
645e8e02018909e1a1a74e40,8,51,4
645e8e02018909e1a1a74e42,8,53,2
645e8e02018909e1a1a74e4b,9,1,1
645e8e02018909e1a1a74c81,1,31,1
645e8e02018909e1a1a74c89,1,39,4
645e8e02018909e1a1a74c9b,1,57,2
645e8e02018909e1a1a74ca7,2,8,5
645e8e02018909e1a1a74cb9,2,26,2
645e8e02018909e1a1a74cbb,2,28,3
645e8e02018909e1a1a74cbf,2,32,1
645e8e02018909e1a1a74cd0,2,49,5
645e8e02018909e1a1a74ce0,3,4,2
645e8e02018909e1a1a74cff,3,35,1
645e8e02018909e1a1a74d05,3,41,3
645e8e02018909e1a1a74d0a,3,46,1
645e8e02018909e1a1a74d1d,4,4,2
645e8e02018909e1a1a74d21,4,8,1
645e8e02018909e1a1a74d2c,4,19,2
645e8e02018909e1a1a74d47,4,46,4
645e8e02018909e1a1a74d49,4,48,2
645e8e02018909e1a1a74d62,5,12,3
645e8e02018909e1a1a74d84,5,46,1
645e8e02018909e1a1a74d87,5,49,2
645e8e02018909e1a1a74d88,5,50,5
645e8e02018909e1a1a74d8b,5,53,5
645e8e02018909e1a1a74dbb,6,40,4
645e8e02018909e1a1a74dbc,6,41,2
645e8e02018909e1a1a74dca,6,55,5
645e8e02018909e1a1a74de5,7,21,5
645e8e02018909e1a1a74df6,7,38,2
645e8e02018909e1a1a74dfd,7,45,1
645e8e02018909e1a1a74e07,7,55,1
645e8e02018909e1a1a74e0c,7,60,5
645e8e02018909e1a1a74e12,8,5,3
645e8e02018909e1a1a74e13,8,6,1
645e8e02018909e1a1a74e14,8,7,2
645e8e02018909e1a1a74e1b,8,14,5
645e8e02018909e1a1a74e33,8,38,1
645e8e02018909e1a1a74e3c,8,47,2
645e8e02018909e1a1a74c70,1,14,5
645e8e02018909e1a1a74c7f,1,29,5
645e8e02018909e1a1a74c80,1,30,2
645e8e02018909e1a1a74c8e,1,44,5
645e8e02018909e1a1a74c95,1,51,2
645e8e02018909e1a1a74ca5,2,6,4
645e8e02018909e1a1a74cb7,2,24,5
645e8e02018909e1a1a74ce4,3,8,2
645e8e02018909e1a1a74ce9,3,13,4
645e8e02018909e1a1a74cf1,3,21,4
645e8e02018909e1a1a74d07,3,43,4
645e8e02018909e1a1a74d0b,3,47,1
645e8e02018909e1a1a74d10,3,52,3
645e8e02018909e1a1a74d26,4,13,1
645e8e02018909e1a1a74d4a,4,49,5
645e8e02018909e1a1a74d50,4,55,4
645e8e02018909e1a1a74d57,5,1,5
645e8e02018909e1a1a74d59,5,3,4
645e8e02018909e1a1a74d6c,5,22,4
645e8e02018909e1a1a74d74,5,30,4
645e8e02018909e1a1a74da2,6,15,4
645e8e02018909e1a1a74da9,6,22,1
645e8e02018909e1a1a74dc3,6,48,5
645e8e02018909e1a1a74dd4,7,4,4
645e8e02018909e1a1a74dfc,7,44,5
645e8e02018909e1a1a74e08,7,56,2
645e8e02018909e1a1a74e0d,7,61,4
645e8e02018909e1a1a74e18,8,11,2
645e8e02018909e1a1a74e30,8,35,4
645e8e02018909e1a1a74c64,1,2,3
645e8e02018909e1a1a74c63,1,1,5
645e8e02018909e1a1a74c68,1,6,4
645e8e02018909e1a1a74c7a,1,24,1
645e8e02018909e1a1a74c7e,1,28,4
645e8e02018909e1a1a74c8b,1,41,3
645e8e02018909e1a1a74c97,1,53,5
645e8e02018909e1a1a74c9e,1,60,4
645e8e02018909e1a1a74ca2,2,3,4
645e8e02018909e1a1a74cb2,2,19,5
645e8e02018909e1a1a74cbd,2,30,3
645e8e02018909e1a1a74cc8,2,41,5
645e8e02018909e1a1a74cd9,2,58,4
645e8e02018909e1a1a74cf3,3,23,2
645e8e02018909e1a1a74cfb,3,31,2
645e8e02018909e1a1a74d3a,4,33,2
645e8e02018909e1a1a74d3b,4,34,4
645e8e02018909e1a1a74d4d,4,52,3
645e8e02018909e1a1a74d5f,5,9,1
645e8e02018909e1a1a74d60,5,10,4
645e8e02018909e1a1a74d63,5,13,5
645e8e02018909e1a1a74d6b,5,21,1
645e8e02018909e1a1a74d86,5,48,1
645e8e02018909e1a1a74daf,6,28,4
645e8e02018909e1a1a74db3,6,32,1
645e8e02018909e1a1a74db5,6,34,5
645e8e02018909e1a1a74ddf,7,15,4
645e8e02018909e1a1a74df3,7,35,2
645e8e02018909e1a1a74df7,7,39,4
645e8e02018909e1a1a74dfa,7,42,5
645e8e02018909e1a1a74e35,8,40,4
645e8e02018909e1a1a74e53,9,9,1
645e8e02018909e1a1a74c65,1,3,5
645e8e02018909e1a1a74c6d,1,11,4
645e8e02018909e1a1a74c75,1,19,1
645e8e02018909e1a1a74caa,2,11,5
645e8e02018909e1a1a74cb5,2,22,1
645e8e02018909e1a1a74cc6,2,39,2
645e8e02018909e1a1a74cd1,2,50,1
645e8e02018909e1a1a74cdd,3,1,3
645e8e02018909e1a1a74cfc,3,32,2
645e8e02018909e1a1a74d0d,3,49,4
645e8e02018909e1a1a74d12,3,54,5
645e8e02018909e1a1a74d18,3,60,5
645e8e02018909e1a1a74d3d,4,36,4
645e8e02018909e1a1a74d56,4,61,1
645e8e02018909e1a1a74d8f,5,57,4
645e8e02018909e1a1a74d94,6,1,5
645e8e02018909e1a1a74d9c,6,9,5
645e8e02018909e1a1a74da3,6,16,1
645e8e02018909e1a1a74dff,7,47,3
645e8e02018909e1a1a74e20,8,19,4
645e8e02018909e1a1a74e24,8,23,5
645e8e02018909e1a1a74e27,8,26,5
645e8e02018909e1a1a74e31,8,36,5
645e8e02018909e1a1a74e3f,8,50,4
645e8e02018909e1a1a74e4c,9,2,2
645e8e02018909e1a1a74e52,9,8,3
645e8e02018909e1a1a74e5a,9,16,5
645e8e02018909e1a1a74e69,9,31,2
645e8e02018909e1a1a74e75,9,43,5
645e8e02018909e1a1a74e5b,9,17,3
645e8e02018909e1a1a74e61,9,23,3
645e8e02018909e1a1a74e63,9,25,2
645e8e02018909e1a1a74e62,9,24,4
645e8e02018909e1a1a74e84,9,58,5
645e8e02018909e1a1a74e8f,10,8,2
645e8e02018909e1a1a74ea2,10,27,3
645e8e02018909e1a1a74ead,10,38,1
645e8e02018909e1a1a74eb0,10,41,5
645e8e02018909e1a1a74ec2,10,59,4
645e8e02018909e1a1a74ecd,11,9,2
645e8e02018909e1a1a74ecf,11,11,5
645e8e02018909e1a1a74ee9,11,37,2
645e8e02018909e1a1a74ef4,11,48,5
645e8e02018909e1a1a74f00,11,60,5
645e8e02018909e1a1a74f04,12,3,3
645e8e02018909e1a1a74f07,12,6,2
645e8e02018909e1a1a74f18,12,23,4
645e8e02018909e1a1a74f26,12,37,2
645e8e02018909e1a1a74f45,13,7,2
645e8e02018909e1a1a74f47,13,9,3
645e8e02018909e1a1a74f51,13,19,5
645e8e02018909e1a1a74f53,13,21,3
645e8e02018909e1a1a74f5c,13,30,5
645e8e02018909e1a1a74f79,13,59,3
645e8e02018909e1a1a74f92,14,23,3
645e8e02018909e1a1a74fb1,14,54,1
645e8e02018909e1a1a74fc1,15,9,3
645e8e02018909e1a1a74fce,15,22,5
645e8e02018909e1a1a74fd2,15,26,5
645e8e02018909e1a1a74fdb,15,35,2
645e8e02018909e1a1a74fea,15,50,4
645e8e02018909e1a1a74fef,15,55,2
645e8e02018909e1a1a7500a,16,21,4
645e8e02018909e1a1a7500d,16,24,3
645e8e02018909e1a1a75027,16,50,4
645e8e02018909e1a1a7502b,16,54,4
645e8e02018909e1a1a75030,16,59,1
645e8e02018909e1a1a75039,17,7,1
645e8e02018909e1a1a74e73,9,41,4
645e8e02018909e1a1a74e78,9,46,4
645e8e02018909e1a1a74e8a,10,3,1
645e8e02018909e1a1a74e9f,10,24,5
645e8e02018909e1a1a74eb3,10,44,3
645e8e02018909e1a1a74ec9,11,5,4
645e8e02018909e1a1a74ecc,11,8,2
645e8e02018909e1a1a74ed0,11,12,5
645e8e02018909e1a1a74ed4,11,16,5
645e8e02018909e1a1a74ee7,11,35,4
645e8e02018909e1a1a74eec,11,40,3
645e8e02018909e1a1a74f08,12,7,3
645e8e02018909e1a1a74f17,12,22,3
645e8e02018909e1a1a74f30,12,47,4
645e8e02018909e1a1a74f3a,12,57,2
645e8e02018909e1a1a74f3b,12,58,5
645e8e02018909e1a1a74f66,13,40,3
645e8e02018909e1a1a74f67,13,41,5
645e8e02018909e1a1a74f74,13,54,4
645e8e02018909e1a1a74f7a,13,60,1
645e8e02018909e1a1a74f7e,14,3,4
645e8e02018909e1a1a74f85,14,10,5
645e8e02018909e1a1a74fa4,14,41,2
645e8e02018909e1a1a74fd0,15,24,3
645e8e02018909e1a1a74fe1,15,41,2
645e8e02018909e1a1a74fee,15,54,4
645e8e02018909e1a1a74ff0,15,56,1
645e8e02018909e1a1a75004,16,15,1
645e8e02018909e1a1a75008,16,19,1
645e8e02018909e1a1a7501e,16,41,2
645e8e02018909e1a1a7502e,16,57,3
645e8e02018909e1a1a74ea0,10,25,2
645e8e02018909e1a1a74eaa,10,35,3
645e8e02018909e1a1a74ed5,11,17,5
645e8e02018909e1a1a74ed8,11,20,5
645e8e02018909e1a1a74eda,11,22,1
645e8e02018909e1a1a74ee5,11,33,5
645e8e02018909e1a1a74f02,12,1,4
645e8e02018909e1a1a74f0e,12,13,3
645e8e02018909e1a1a74f12,12,17,5
645e8e02018909e1a1a74f3d,12,60,4
645e8e02018909e1a1a74f44,13,6,3
645e8e02018909e1a1a74f57,13,25,3
645e8e02018909e1a1a74f60,13,34,5
645e8e02018909e1a1a74f72,13,52,4
645e8e02018909e1a1a74f88,14,13,4
645e8e02018909e1a1a74f97,14,28,3
645e8e02018909e1a1a74fbc,15,4,3
645e8e02018909e1a1a74fe5,15,45,1
645e8e02018909e1a1a74ffb,16,6,3
645e8e02018909e1a1a74ffc,16,7,5
645e8e02018909e1a1a7501a,16,37,4
645e8e02018909e1a1a7501d,16,40,2
645e8e02018909e1a1a75020,16,43,1
645e8e02018909e1a1a75023,16,46,1
645e8e02018909e1a1a75026,16,49,1
645e8e02018909e1a1a75044,17,18,5
645e8e02018909e1a1a74e7c,9,50,3
645e8e02018909e1a1a74e7f,9,53,1
645e8e02018909e1a1a74e81,9,55,1
645e8e02018909e1a1a74e8e,10,7,5
645e8e02018909e1a1a74e96,10,15,3
645e8e02018909e1a1a74ea1,10,26,2
645e8e02018909e1a1a74ec7,11,3,3
645e8e02018909e1a1a74ece,11,10,3
645e8e02018909e1a1a74ee0,11,28,1
645e8e02018909e1a1a74ef1,11,45,5
645e8e02018909e1a1a74ef2,11,46,3
645e8e02018909e1a1a74efb,11,55,5
645e8e02018909e1a1a74efe,11,58,4
645e8e02018909e1a1a74f03,12,2,2
645e8e02018909e1a1a74f15,12,20,2
645e8e02018909e1a1a74f1e,12,29,1
645e8e02018909e1a1a74f28,12,39,4
645e8e02018909e1a1a74f2e,12,45,5
645e8e02018909e1a1a74f35,12,52,4
645e8e02018909e1a1a74f36,12,53,1
645e8e02018909e1a1a74f62,13,36,1
645e8e02018909e1a1a74f65,13,39,3
645e8e02018909e1a1a74f87,14,12,2
