"_id,category,event_name,event_description,event_date,createdAt,user_id,comments,likes,location,event_id,username,datetime"
"645e8c21b8b5a64ad13915ab,Arts and Culture,Classical Music Concert,Discover the works of the best photographers in India,1672549921,1614394759.0,99,,,""Canvas Laugh Club, Mumbai, Maharashtra, India"",1,lloydtroy,"
"6462e8d9e486ec4007c445a2,blockchain,DYP College festival Sambhav,The new event organised by sambhav group of dypatil college of engineering pune. Join us today for more exciting games and food.,1659305299,1614394759.0,38,[],[],""Pune,India"",40,john85,1684202687.0"
"645e8c21b8b5a64ad1391583,blockchain,Basketball Tournament,Taste the best barbecue dishes from all over the world,1667196428,1711277003.1704485,45,,[],""British Council, Mumbai, Maharashtra, India"",67,sid,1684190376.0"
"64630b35c5f0d23bf8f177ea,Music,Marathon,Connect with entrepreneurs and investors and learn about building successful startups,1695589154,1638483023.3637135,96,,,""India International Centre, New Delhi, Delhi, India"",58,gregory85,"
"645e8c21b8b5a64ad13915b1,Music,Artificial Intelligence Summit,The new event organised by sambhav group of dypatil college of engineering pune. Join us today for more exciting games and food.,1702142192,1636476385.0441825,96,,,""dypcoe,pune,india"",24,donnawade,"
"6462811e2038ad7b1bb233dd,Music,Stand-up Comedy Night,Discover the latest trends and advancements in blockchain technology,1733157518,1734551980.0,1,,,""Indira Gandhi Stadium, New Delhi, Delhi, India"",67,wrightdenise,"
"645e8c21b8b5a64ad13915a5,Food and Drink,Street Food Festival,Dance to the beats of the biggest EDM artists in the world,1687372984,1683176795.2820168,94,,,""Bangalore Palace Grounds, Bengaluru, Karnataka, India"",20,gregory85,"
"645e8c21b8b5a64ad13915a5,Music,Cricket Match,Experience the beauty and grace of Indian classical dance forms,1686113950,1614394759.0,99,,,""Jehangir Art Gallery, Mumbai, Maharashtra, India"",29,sethbrown,"
"645e8c21b8b5a64ad13915a1,Music,DYP College festival Sambhav,These is the exciting event happening our college.,1611050030,1623245243.1049275,99,,,""The Leela Palace, New Delhi, Delhi, India"",1,sandrahopkins,"
"645e8c21b8b5a64ad13915aa,Education,DYP College festival,These is the exciting event happening our college.,1640699750,1618796784.2661116,99,[],[],""Taj Mahal Palace Hotel, Mumbai, Maharashtra, India"",64,denisethompson,"
"645e8c21b8b5a64ad1391585,Music,Artificial Intelligence Summit,Join us for a day of networking with other business leaders and entrepreneurs,1611050030,1633239850.811023,95,,,""Taj Lands End, Mumbai, Maharashtra, India"",13,cainbobby,"
"645e8c21b8b5a64ad139159f,Festival,Football Match,Enjoy an evening of jazz music with renowned musicians,1673586795,1638473304.2882125,99,,,""Indira Gandhi Stadium, New Delhi, Delhi, India"",67,wrightdenise,"
"645e8c21b8b5a64ad13915b1,Festival,Business Conference,Dance to the beats of the biggest EDM artists in the world,1672721803,1614394759.0,99,,,""IIT Delhi, New Delhi, Delhi, India"",67,qfuller,"
"645e8c21b8b5a64ad13915a9,Sports and Fitness,Startup Summit,Explore the latest developments in AI and machine learning,1706812971,1675712704.8000114,99,,,""Mahalaxmi Racecourse, Mumbai, Maharashtra, India"",30,stevenmontes,"
"645e8c21b8b5a64ad139159b,Festival,DYP College festival Sambhav,Taste the best street food from all over India,1724690139,1614394759.0,99,,,""Bandra Amphitheatre, Mumbai, Maharashtra, India"",29,andersonrobert,"
"6462e8d9e486ec4007c445a2,Sports,DYP College festival Sambhav,the event is awesome,1721958015,1632642878.3050785,31,[],[],""dypcoe,pune,india"",27,sid,1684190322.0"
"645e8c21b8b5a64ad139159a,Music,DYP College festival,""Learn about science, technology, engineering, and math through hands-on activities"",1733157518,1660696263.0316536,99,,,""Taj Mahal Palace Hotel, Mumbai, Maharashtra, India"",50,thomas15,"
"645e8c21b8b5a64ad13915b2,Food and Drink,Business Conference,Watch two of the best cricket teams in India compete,1733157518,1642836459.832696,94,,,""Wankhede Stadium, Mumbai, Maharashtra, India"",1,denisethompson,"
"645e8c21b8b5a64ad139157c,Sports,Barbecue Festival,Discover the works of the best photographers in India,1611050030,1614394759.0,99,,,""India International Centre, New Delhi, Delhi, India"",40,john85,"
"6462e8d9e486ec4007c445a2,blockchain,DYP College festival,Explore the potential and challenges of artificial intelligence,1707037544,1655332200.6647751,1,[],[],""Pune,India"",67,john85,"
"645e8c21b8b5a64ad1391596,Entertainment,Beer Fest,Join us for a full or half marathon through the city,1657987090,1625283736.9714565,99,,""[{'user_id': 1, 'rating': 1}]"",""Jehangir Art Gallery, Mumbai, Maharashtra, India"",1,millermary,"
"645e8c21b8b5a64ad1391586,Technology,Art Exhibition,Watch two of the best football teams in the world compete,1650469352,1614394759.0,97,,,""Canvas Laugh Club, Mumbai, Maharashtra, India"",33,justin95,"
"645e8c21b8b5a64ad13915a3,Networking,Yoga and Meditation Retreat,Laugh out loud with some of the best comedians in the industry,1644484685,1683235236.204503,98,,,""The Leela Palace, New Delhi, Delhi, India"",62,mathischristopher,"
"645e8c21b8b5a64ad139158f,Festival,Football Tournament,Watch the best tennis players in the world battle it out for the title,1649084675,1689816578.0835898,54,,""[{'user_id': 1, 'rating': 1}]"",""IIT Delhi, New Delhi, Delhi, India"",29,brianmiles,"
"6462e8d9e486ec4007c445a2,blockchain,Football Match,The new event organised by sambhav group of dypatil college of engineering pune. Join us today for more exciting games and food.,1660554284,1614394759.0,18,,[],""JLN Stadium, New Delhi, Delhi, India"",37,georgeherman,1684190452.0"
"645e8c21b8b5a64ad1391593,Sports and Fitness,Football Match,Explore the top colleges and universities in India,1611050030,1662807641.9355278,99,,,""JLN Stadium, New Delhi, Delhi, India"",50,mchoi,"
"645e8c21b8b5a64ad13915af,Food and Drink,DYP College festival,""The $unset operator removes the specified column from the document. Note that this operation modifies the original document in place."
""
""",1700072746,1704381485.3839355,97,,""[{'user_id': 1, 'rating': 0}]"",""DLF Emporio, New Delhi, Delhi, India"",67,sid,"
"6462e8d9e486ec4007c445a2,Technology,Photography Exhibition,the event is awesome,1732937806,1671919466.4081163,99,,,""Bombay, Pune, Maharashtra, India"",1,natalie34,"
"6462f9a819457e6eb70bba80,Music,Rock Concert,Sip on some of the finest wines from India and beyond,1647818823,1614394759.0,96,,,""JLN Stadium, New Delhi, Delhi, India"",32,stevenmontes,"
"645e8c21b8b5a64ad1391590,Sports and Fitness,Engineering Workshop,Explore the latest developments in blockchain technology and cryptocurrency,1637199662,1734551980.0,93,,,""NCPA, Mumbai, Maharashtra, India"",62,rileyjerry,"
"645e8c21b8b5a64ad139157b,Education,Photography Exhibition,Experience an evening of classical music with live performances by top artists,1699349843,1702057464.7194786,99,,,""Wankhede Stadium, Mumbai, Maharashtra, India"",55,sarahmartin,"
"645e8c21b8b5a64ad13915a5,Food and Drink,Startup Summit,Laugh out loud with some of the best comedians in the industry,1679670725,1668381066.361725,31,,""[{'user_id': 1, 'rating': 0}]"",""Mahalaxmi Racecourse, Mumbai, Maharashtra, India"",41,stonealicia,"
"6462f9a819457e6eb70bba80,blockchain,DYP College festival,The new event organised by sambhav group of dypatil college of engineering pune. Join us today for more exciting games and food.,1667670996,1669917761.348866,1,[],[],""dypcoe,akurdi,pune,maharashtra"",67,sid,1684204200.0"
"645e8c21b8b5a64ad13915b5,Sports and Fitness,College Fair,Watch two of the best cricket teams in India compete,1700173662,1614394759.0,99,,,""Mahalaxmi Racecourse, Mumbai, Maharashtra, India"",44,nancy30,"
"645e8c21b8b5a64ad13915af,Sports and Fitness,Blockchain Conference,Bang your head to the beats of the biggest rock bands in the country,1624419232,1675840832.7337315,99,,,""Mahalaxmi Racecourse, Mumbai, Maharashtra, India"",31,shelly12,"
"6462e8d9e486ec4007c445a2,blockchain,Art Exhibition,Experience the beauty and grace of Indian classical dance forms,1695095972,1625919757.7743747,1,[],[],""Indian School of Business, Hyderabad, Telangana, India"",61,john85,"
"645e8c21b8b5a64ad13915b6,Sports,Art Exhibition,Sample a variety of fine wines and cheeses,1611050030,1637896462.8502038,95,,,""Ramana Maharshi Ashram, Bengaluru, Karnataka, India"",60,caroline04,"
"6462e8d9e486ec4007c445a2,Music,Dance Performance,Sample a variety of fine wines and cheeses,1634867175,1614394759.0,99,,[],""Taj Palace Hotel, Mumbai, Maharashtra, India"",67,catherine28,"
"645e8c21b8b5a64ad139157e,Education,Art Exhibition,Learn a new language through interactive sessions and activities,1667787018,1614394759.0,92,,,""The Leela Palace, New Delhi, Delhi, India"",10,cadkins,"
"645e8c21b8b5a64ad1391594,Technology,Street Food Festival,Join us for a day of networking with other business leaders and entrepreneurs,1611050030,1664359756.615165,99,,""[{'user_id': 1, 'rating': 1}]"",""Taj Palace Hotel, Mumbai, Maharashtra, India"",24,thomas15,"
"645e8c21b8b5a64ad139159d,blockchain,Engineering Workshop,Learn a new language through interactive sessions and activities,1642651539,1654055187.8525736,97,,,""Ramana Maharshi Ashram, Bengaluru, Karnataka, India"",11,sid,"
"64630985c5f0d23bf8f177e9,Science and Technology,Artificial Intelligence Conference,Join us for a day of networking with other business leaders and entrepreneurs,1645553111,1685104616.7503161,98,,,""Bandra Amphitheatre, Mumbai, Maharashtra, India"",62,qcosta,"
"645e8c21b8b5a64ad13915a4,Arts and Culture,EDM Music Festival,Relax and rejuvenate with a weekend of yoga and meditation,1621068486,1624785823.8569152,96,,""[{'user_id': 1, 'rating': 1}]"",""The Leela Palace, New Delhi, Delhi, India"",1,cainbobby,"
"645e8c21b8b5a64ad13915a8,Health and Wellness,Basketball Tournament,Discover the works of the best photographers in India,1692690129,1698660929.9740226,90,,,""dypcoe,akurdi,pune,maharashtra"",32,pfuller,"
"645e8c21b8b5a64ad13915a1,Music,Language Learning Workshop,Experience an evening of classical music with live performances by top artists,1611050030,1715057080.190815,99,,,""NCPA, Mumbai, Maharashtra, India"",59,cadkins,"
"645e8c21b8b5a64ad139159f,Arts and Culture,Tennis Championship,Dance to the beats of the biggest EDM artists in the world,1733157518,1638658336.8631186,99,,,""Canvas Laugh Club, Mumbai, Maharashtra, India"",8,hernandezalyssa,"
"64630b35c5f0d23bf8f177ea,blockchain,DYP College festival,The new event organised by sambhav group of dypatil college of engineering pune. Join us today for more exciting games and food.,1733157518,1674824664.5441446,9,[],[],""Bombay Convention & Exhibition Centre, Mumbai, Maharashtra, India"",47,sid,1684195589.0"
"645e8c21b8b5a64ad1391581,Arts and Culture,EDM Music Festival,Learn about the latest developments in engineering and technology,1611050030,1616037760.50098,99,,,""IIT Delhi, New Delhi, Delhi, India"",67,sophia92,"
"645e8c21b8b5a64ad13915b6,Music,STEM Workshop,Learn about the latest developments in engineering and technology,1644919933,1659089024.2205586,99,,""[{'user_id': 1, 'rating': 1}]"",""Mahalaxmi Racecourse, Mumbai, Maharashtra, India"",45,craig49,"
"645e8c21b8b5a64ad13915a1,Music,New event dyp,Learn a new language through interactive sessions and activities,1728085359,1707693314.5575364,99,,[],Pune,1,uwilliams,"
"645e8c21b8b5a64ad139157e,Sports and Fitness,Football Match,Laugh out loud with some of the best comedians in the industry,1611050030,1614394759.0,99,,,""Bangalore Palace Grounds, Bengaluru, Karnataka, India"",51,elizabeththomas,"
"645e8c21b8b5a64ad13915a9,Arts and Culture,Photography Exhibition,Learn a new language through interactive sessions and activities,1733157518,1734551980.0,94,,""[{'user_id': 1, 'rating': 1}]"",""IIT Bombay, Mumbai, Maharashtra, India"",20,caroline04,"
"645e8c21b8b5a64ad13915b3,Sports,College Fair,Experience an evening of classical music with live performances by top artists,1612664562,1614394759.0,94,,""[{'user_id': 1, 'rating': 1}]"",""Mahalaxmi Racecourse, Mumbai, Maharashtra, India"",1,heather12,"
"645e8c21b8b5a64ad13915b7,Sports,Marathon,Taste the best street food from all over India,1710161558,1656179373.495548,93,,""[{'user_id': 1, 'rating': 1}]"",""The Leela Palace, New Delhi, Delhi, India"",59,egibson,"
"645e8c21b8b5a64ad1391584,Health and Wellness,Comedy Night,Learn about the latest developments in engineering and technology,1631870482,1649007765.7562535,99,,,""NCPA, Mumbai, Maharashtra, India"",1,stephaniehensley,"
"6462f9a819457e6eb70bba80,Entertainment,Cricket Match,Learn a new language through interactive sessions and activities,1704220600,1635436808.2744255,98,""[{'user_id': 1, 'comment': 'Excellent!'}]"",""[{'user_id': 1, 'rating': 0}]"",""NCPA, Mumbai, Maharashtra, India"",1,natalie34,"
"645e8c21b8b5a64ad139159c,Sports,Engineering Workshop,Discover the works of the best photographers in India,1697060176,1670943059.6561263,99,,""[{'user_id': 1, 'rating': 1}]"",""DYPCOE,Pune,India"",58,shelly12,"
"645e8c21b8b5a64ad1391582,Arts and Culture,EDM Festival,Experience the beauty and grace of Indian classical dance forms,1611050030,1614394759.0,99,,,""Le Meridien, New Delhi, Delhi, India"",16,christophercarrillo,"
"645e8c21b8b5a64ad139159d,Education,Wine Tasting,Dance to the beats of the biggest EDM artists in the world,1733157518,1643858656.402457,98,,,""Jehangir Art Gallery, Mumbai, Maharashtra, India"",21,egibson,"
"645e8c21b8b5a64ad13915ac,Sports,STEM Workshop,Connect with entrepreneurs and investors and learn about building successful startups,1733157518,1672158754.9133422,99,[],[],""Indira, , , "",34,nancy30,"
"645e8c21b8b5a64ad13915a7,Health and Wellness,Barbecue Festival,Watch two of the best cricket teams in India compete,1614030311,1614394759.0,99,,,""India International Centre, New Delhi, Delhi, India"",28,christophercarrillo,"
"645e8c21b8b5a64ad13915a3,Music,EDM Festival,Relax and rejuvenate with a weekend of yoga and meditation,1611050030,1614394759.0,99,,""[{'user_id': 1, 'rating': 0}]"",""JLN Stadium, New Delhi, Delhi, India"",41,catherine28,"
"645e8c21b8b5a64ad1391584,Arts and Culture,STEM Workshop,Taste the best barbecue dishes from all over the world,1645869384,1635830591.3701875,99,,[],""IIT Delhi, New Delhi, Delhi, India"",61,wshaw,"
"645e8c21b8b5a64ad139157d,Technology,DYP College festival,Watch the best tennis players in the world battle it out for the title,1694662618,1614394759.0,99,""[{'user_id': 1, 'comment': 'nice!'}, {'user_id': 1, 'comment': 'Great!'}, {'user_id': 1, 'comment': 'Excellent!'}, {'user_id': 1, 'comment': 'Excellent!'}, {'user_id': 1, 'comment': 'Excellent!'}, {'user_id': 1, 'comment': 'Excellent!'}]"",,""Taj Palace Hotel, Mumbai, Maharashtra, India"",58,tiffanyjohnson,"
"645e8c21b8b5a64ad13915b6,Education,Art Exhibition,Learn about the latest developments in engineering and technology,1722490260,1689831923.8317113,98,,""[{'user_id': 1, 'rating': 0}]"",""National Gallery of Modern Art, New Delhi, Delhi, India"",30,qcosta,"
"645e8c21b8b5a64ad13915ae,Food and Drink,DYP College festival,These is the exciting event happening our college.,1733157518,1734551980.0,95,,""[{'user_id': 1, 'rating': 1}, {'user_id': '11', 'rating': 1}]"",""British Council, Mumbai, Maharashtra, India"",1,stephaniehensley,"
"645e8c21b8b5a64ad13915a4,Education,Yoga and Meditation Retreat,Watch two of the best cricket teams in India compete,1666479500,1682391982.4047003,99,,,""Taj Lands End, Mumbai, Maharashtra, India"",44,rileyjerry,"
"645e8c21b8b5a64ad13915b1,Sports,Artificial Intelligence Conference,Connect with entrepreneurs and investors and learn about building successful startups,1611050030,1665621132.4823704,99,,""[{'user_id': 1, 'rating': 1}]"",""IIT Bombay, Mumbai, Maharashtra, India"",1,cadkins,"
"6462811e2038ad7b1bb233dd,Education,Cricket Match,Watch two of the best cricket teams in India compete,1672050678,1618899973.8456054,99,,""[{'user_id': 1, 'rating': 1}]"",""Jehangir Art Gallery, Mumbai, Maharashtra, India"",61,danielsmichael,"
"645e8c21b8b5a64ad1391598,Technology,Engineering Workshop,Discover the works of the best photographers in India,1611050030,1614394759.0,99,,,""NCPA, Mumbai, Maharashtra, India"",42,mathischristopher,"
"645e8c21b8b5a64ad1391580,Technology,College Fair,The event is about blockchain.,1726619223,1688300191.2900233,94,,,""Wankhede Stadium, Mumbai, Maharashtra, India"",67,erica69,"
"645e8c21b8b5a64ad1391581,Sports and Fitness,Marathon,Explore the latest developments in blockchain technology and cryptocurrency,1662538457,1614394759.0,99,""[{'user_id': 1, 'comment': 'nice!'}]"",""[{'user_id': 1, 'rating': 1}]"",""JLN Stadium, New Delhi, Delhi, India"",1,dean41,"
"645e8c21b8b5a64ad1391591,Music,Engineering Workshop,Join us for a day of networking with other business leaders and entrepreneurs,1679156074,1630223419.7471926,98,,,""Taj Palace Hotel, Mumbai, Maharashtra, India"",40,gregory85,"
"645e8c21b8b5a64ad13915ae,blockchain,Blockchain Conference,Connect with entrepreneurs and investors and learn about building successful startups,1648511559,1645129070.4971602,3,[],[],""IIT Delhi, New Delhi, Delhi, India"",41,john85,"
"645e8c21b8b5a64ad1391587,Technology,Art Exhibition,Laugh out loud with some of the best comedians in the industry,1683967735,1628369971.8410773,94,,""[{'user_id': 1, 'rating': 0}]"",""JLN Stadium, New Delhi, Delhi, India"",3,danielnelson,"
"645e8c21b8b5a64ad13915aa,Technology,Classical Music Concert,Watch some of the best basketball teams in the country compete,1611050030,1635300805.5943391,99,,,""Jehangir Art Gallery, Mumbai, Maharashtra, India"",1,erica69,"
"645e8c21b8b5a64ad13915b0,Food and Drink,Marathon,Taste the best street food from all over India,1616521751,1644659988.3222697,98,,,""Bandra Amphitheatre, Mumbai, Maharashtra, India"",25,rgriffin,"
"645e8c21b8b5a64ad139158f,Arts and Culture,Art Exhibition,Laugh out loud with some of the best comedians in the industry,1731856040,1689166913.6156735,99,,""[{'user_id': 1, 'rating': 0}]"",""Bangalore Palace Grounds, Bengaluru, Karnataka, India"",58,denisethompson,"
"6462e8d9e486ec4007c445a2,blockchain,Art Exhibition,Bang your head to the beats of the biggest rock bands in the country,1709970738,1653261794.810259,30,,""[{'user_id': 1, 'rating': 1}]"",""The Leela Palace, New Delhi, Delhi, India"",67,justin95,"
"645e8c21b8b5a64ad1391585,Technology,Jazz Festival,Experience an evening of classical music with live performances by top artists,1635912524,1614394759.0,92,,,""Ramana Maharshi Ashram, Bengaluru, Karnataka, India"",55,denisethompson,"
"645e8c21b8b5a64ad13915b5,Food and Drink,Marathon,Explore the latest developments in AI and machine learning,1611050030,1662190767.8581722,99,,,""IIT Bombay, Mumbai, Maharashtra, India"",21,sethbrown,"
"64630b35c5f0d23bf8f177ea,Music,Wine and Cheese Tasting,Relax and rejuvenate with a weekend of yoga and meditation,1733157518,1646112279.4101155,93,,,""NCPA, Mumbai, Maharashtra, India"",1,shelly12,"
"645e8c21b8b5a64ad1391589,Food and Drink,College Fair,Sample a variety of fine wines and cheeses,1628422190,1672391879.9332876,99,,,""Jehangir Art Gallery, Mumbai, Maharashtra, India"",12,erica69,"
"64630985c5f0d23bf8f177e9,Arts and Culture,Art Exhibition,Join us for a day of networking with other business leaders and entrepreneurs,1611336619,1704479852.9970374,99,,""[{'user_id': 1, 'rating': 0}]"",""National Gallery of Modern Art, New Delhi, Delhi, India"",59,qfuller,"
"645e8c21b8b5a64ad13915b1,Music,Business Conference,Taste the best street food from all over India,1660916153,1614394759.0,97,,,""Indira, , , "",52,lloydtroy,"
"645e8c21b8b5a64ad1391596,Health and Wellness,Business Conference,Laugh out loud with some of the best comedians in the industry,1620756692,1642437673.2377892,97,,""[{'user_id': 1, 'rating': 1}]"",""IIT Delhi, New Delhi, Delhi, India"",1,lloydtroy,"
"645e8c21b8b5a64ad139158e,Education,Marathon,Sip on some of the finest wines from India and beyond,1693546575,1662101029.488193,95,,,""Le Meridien, New Delhi, Delhi, India"",1,stephaniehensley,"
"645e8c21b8b5a64ad13915b0,Technology,DYP College festival Sambhav,Learn a new language through interactive sessions and activities,1650742761,1666540738.7571554,12,,""[{'user_id': 1, 'rating': 0}]"",""Indian School of Business, Hyderabad, Telangana, India"",55,tsmith,"
"645e8c21b8b5a64ad13915b2,Music,DYP College festival Sambhav,Explore the latest developments in blockchain technology and cryptocurrency,1650108411,1629107243.065905,9,,[],""dypcoe,pune,india"",55,stephaniehensley,1684190851.0"
"645e8c21b8b5a64ad13915a5,Sports and Fitness,New event dyp,Explore the latest developments in blockchain technology and cryptocurrency,1733157518,1680278410.0489442,99,[],[],""British Council, Mumbai, Maharashtra, India"",38,john85,"
"645e8c21b8b5a64ad13915a7,Arts and Culture,Stand-up Comedy Night,Join us for a full or half marathon through the city,1733157518,1724894189.6285157,93,,,""Indira Gandhi Stadium, New Delhi, Delhi, India"",54,sethbrown,"
"6462e8d9e486ec4007c445a2,Food and Drink,Language Learning Workshop,Watch the best tennis players in the world battle it out for the title,1642087377,1639948196.5303779,99,,,""Le Meridien, New Delhi, Delhi, India"",44,john85,"
"645e8c21b8b5a64ad1391584,Music,Blockchain Conference,Bang your head to the beats of the biggest rock bands in the country,1644838620,1632290196.355161,99,,""[{'user_id': 1, 'rating': 1}, {'user_id': '11', 'rating': 1}]"",""dypcoe,pune,india"",67,tsmith,"
"645e8c21b8b5a64ad13915b7,blockchain,Startup Summit,Discover the works of the best photographers in India,1733157518,1657148970.7693505,98,,""[{'user_id': 1, 'rating': 1}]"",""JLN Stadium, New Delhi, Delhi, India"",41,latkins,"
"645e8c21b8b5a64ad1391587,Arts and Culture,Dance Performance,Explore the works of emerging and established artists from India and beyond,1611050030,1636215080.0192437,99,,,""Bombay, Pune, Maharashtra, India"",39,susancarpenter,"
"645e8c21b8b5a64ad13915a0,Arts and Culture,Art Exhibition,Experience an evening of classical music with live performances by top artists,1658247859,1614394759.0,99,""[{'user_id': 1, 'comment': 'nice!'}]"",""[{'user_id': 1, 'rating': 1}]"",""Bangalore Palace Grounds, Bengaluru, Karnataka, India"",38,qfuller,"
"64630b35c5f0d23bf8f177ea,Sports and Fitness,Engineering Workshop,Learn a new language through interactive sessions and activities,1731912066,1614394759.0,99,,,""Le Meridien, New Delhi, Delhi, India"",10,uwilliams,"
"645e8c21b8b5a64ad139158d,Entertainment,Engineering Workshop,Sample the best street food from around the world,1616316794,1614394759.0,96,,,""Le Meridien, New Delhi, Delhi, India"",43,bradshawcaroline,"
